Material,Material Desc.,Requested Qty.,Sales Unit,Status Text,Requested Del. Date,Date Received,Sold-To State,Sold-To Name,Ship-To Name
100300,CRANBERRIES DRIED PKG-16/30 OZ,384.00,CS,Canceled,6/30/25,,VA,VA Dept. of Agriculture,FOODBANK OF THE PENINSULA
100300,CRANBERRIES DRIED PKG-16/30 OZ,384.00,CS,Canceled,6/30/25,,VA,VA Dept. of Agriculture,FREDERICKSBURG REGIONAL FOOD BANK
100300,CRANBERRIES DRIED PKG-16/30 OZ,576.00,CS,Canceled,6/30/25,,VA,VA Dept. of Agriculture,BLUE RIDGE AREA FOODBANK
100300,CRANBERRIES DRIED PKG-16/30 OZ,576.00,CS,Canceled,6/30/25,,VA,VA Dept. of Agriculture,SOUTHWEST VA 2ND HARVEST FOOD BANK
100300,CRANBERRIES DRIED PKG-16/30 OZ,576.00,CS,Canceled,7/31/25,,VT,VT AOE/CN Programs/USDA Foods,VERMONT FOODBANK
100300,CRANBERRIES DRIED PKG-16/30 OZ,307.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,THURSTON COUNTY FOOD BANK
100300,CRANBERRIES DRIED PKG-16/30 OZ,845.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,FOOD LIFELINE
100300,CRANBERRIES DRIED PKG-16/30 OZ,296.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,SPOKANE FOOD BANK
100300,CRANBERRIES DRIED PKG-16/30 OZ,241.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,Comm Services of Moses Lake
100300,CRANBERRIES DRIED PKG-16/30 OZ,615.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,Northwest Harvest ( Auburn)
100300,CRANBERRIES DRIED PKG-16/30 OZ,395.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,EMERGENCY FOOD NETWORK
100300,CRANBERRIES DRIED PKG-16/30 OZ,260.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,Volunteers of America - Arlington
100300,CRANBERRIES DRIED PKG-16/30 OZ,497.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,Northwest Harvest ( Auburn)
100300,CRANBERRIES DRIED PKG-16/30 OZ,384.00,CS,Canceled,6/15/25,,WV,WV Dept. of Agriculture,Facing Hunger Food Bank
100300,CRANBERRIES DRIED PKG-16/30 OZ,768.00,CS,Canceled,6/15/25,,WV,WV Dept. of Agriculture,MFB - Weston
100936,EGGS 15 DOZEN,832.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Community Food Bank of Central Alabama
100936,EGGS 15 DOZEN,668.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Food Bank of North Alabama
100936,EGGS 15 DOZEN,999.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Heart of Alabama Food Bank
100936,EGGS 15 DOZEN,501.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Feeding The Gulf Coast
100936,EGGS 15 DOZEN,1000.00,CS,Canceled,8/15/25,,AL,AL Dept. of Education,Heart of Alabama Food Bank
100936,EGGS 15 DOZEN,500.00,CS,Canceled,8/15/25,,AL,AL Dept. of Education,Feeding The Gulf Coast
100936,EGGS 15 DOZEN,833.00,CS,Canceled,8/15/25,,AL,AL Dept. of Education,Community Food Bank of Central Alabama
100936,EGGS 15 DOZEN,667.00,CS,Canceled,8/15/25,,AL,AL Dept. of Education,Food Bank of North Alabama
100936,EGGS 15 DOZEN,1098.00,CS,Canceled,5/31/25,,AR,AR Department of Education,Arkansas Food Bank
100936,EGGS 15 DOZEN,402.00,CS,Canceled,5/31/25,,AR,AR Department of Education,Foodbank of North Central Arkansas
100936,EGGS 15 DOZEN,292.00,CS,Canceled,6/30/25,,AR,AR Department of Education,HARVEST TEXARKANA FOOD BANK- TEFAP
100936,EGGS 15 DOZEN,687.00,CS,Canceled,6/30/25,,AR,AR Department of Education,Arkansas Food Bank
100936,EGGS 15 DOZEN,521.00,CS,Canceled,6/30/25,,AR,AR Department of Education,River Valley Regional Food Bank
100936,EGGS 15 DOZEN,250.00,CS,Canceled,7/31/25,,AR,AR Department of Education,Arkansas Food Bank
100936,EGGS 15 DOZEN,690.00,CS,Canceled,7/31/25,,AR,AR Department of Education,Food Bank of Northeast Arkansas - TEFAP
100936,EGGS 15 DOZEN,560.00,CS,Canceled,7/31/25,,AR,AR Department of Education,Northwest AR Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,AZ,AZ Dept. of Economic Security,ST MARY'S FOOD BANK ALLIANCE
100936,EGGS 15 DOZEN,750.00,CS,Canceled,6/15/25,,AZ,AZ Dept. of Economic Security,ST MARY'S FOOD BANK ALLIANCE
100936,EGGS 15 DOZEN,750.00,CS,Canceled,6/15/25,,AZ,AZ Dept. of Economic Security,YUMA COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,AZ,AZ Dept. of Economic Security,COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,AZ,AZ Dept. of Economic Security,ST MARY'S FOOD BANK ALLIANCE
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,AZ,AZ Dept. of Economic Security,UNITED FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Community Action Partnership of San Bern
100936,EGGS 15 DOZEN,750.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,SAN JOAQUIN COUNTY DEPARTMENT OF AGING
100936,EGGS 15 DOZEN,750.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Calfoods Logistics
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,FEEDING AMERICA RIVERSIDE SAN BERNARDINO
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Community Action Partnership of Orange C
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Community Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Food Bank of Contra Costa & Solano
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,REDWOOD EMPIRE FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,ALAMEDA COUNTY COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,COMMUNITY ACTION PARTNERSHIP OF KERN
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,SACRAMENTO FOOD BANK & FAMILY SVS
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,Calfoods Logistics
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,FOOD SHARE WAREHOUSE
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,FOOD BANK OF SANTA BARBARA
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,Community Action Partnership of San Bern
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
100936,EGGS 15 DOZEN,1050.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,SAN FRANCISCO FOOD BANK
100936,EGGS 15 DOZEN,450.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,REDWOOD EMPIRE FOOD BANK
100936,EGGS 15 DOZEN,1200.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,FOODLINK FOR TULARE COUNTY INC
100936,EGGS 15 DOZEN,300.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Kings County CAO
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Second Harvest Food Bank Santa Cruz Coun
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,FOOD BANK FOR MONTEREY COUNTY
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,SACRAMENTO FOOD BANK & FAMILY SVS
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Calfoods Logistics
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Imperial Valley Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,COMMUNITY ACTION PARTNERSHIP OF KERN
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,MERCED COUNTY FOOD BANK INC
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Salvation Army Modesto Corps
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,FIND FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/31/25,,CA,CA Dept. of Social Services,Second Harvest of Silicon Valley
100936,EGGS 15 DOZEN,375.00,CS,Canceled,5/31/25,,CO,CO Dept. of Human Services,PUEBLO COUNTY DEPT OF
100936,EGGS 15 DOZEN,1125.00,CS,Canceled,5/31/25,,CO,CO Dept. of Human Services,CARE AND SHARE FOOD BANK
100936,EGGS 15 DOZEN,1125.00,CS,Canceled,6/15/25,,CO,CO Dept. of Human Services,FOOD BANK OF THE ROCKIES
100936,EGGS 15 DOZEN,375.00,CS,Canceled,6/15/25,,CO,CO Dept. of Human Services,Food Bank of the Rockies/Grand Junction
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,CO,CO Dept. of Human Services,WELD COUNTY TEFAP
100936,EGGS 15 DOZEN,1125.00,CS,Canceled,8/31/25,,CO,CO Dept. of Human Services,FOOD BANK OF THE ROCKIES
100936,EGGS 15 DOZEN,375.00,CS,Canceled,8/31/25,,CO,CO Dept. of Human Services,Food Bank of the Rockies/Grand Junction
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,CT,CT Dept. of Social Services,CONNECTICUT FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,CT,CT Dept. of Social Services,CONNECTICUT FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,DC,DC Dept. of Health,Capital Area Food Bank
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/31/25,,DC,DC Dept. of Health,Capital Area Food Bank
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,DE,DE Government Support Services,"Food Bank of Delaware, Inc"
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,DE,DE Government Support Services,Food Bank of Delaware New Milford Branch
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,AMERICA'S SECOND HARVEST OF THE BIG BEND
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,SECOND HARVEST OF CENTRAL FLORIDA
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Harry Chapin Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share NE FL
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,FARM SHARE INC
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share West Palm Beach
100936,EGGS 15 DOZEN,959.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,RELIGIOUS COMMUNITY SERVICES
100936,EGGS 15 DOZEN,541.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,THE VOLUNTEER WAY
100936,EGGS 15 DOZEN,412.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,AMERICA'S SECOND HARVEST OF THE BIG BEND
100936,EGGS 15 DOZEN,1088.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,FEEDING THE GULF COAST
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/30/25,,FL,FL Dept. of Ag and Consumer Services,"Feeding America Tampa Bay, Inc."
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,Regional Food Bank of NE
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,SECOND HARVEST OF CENTRAL FLORIDA
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,FARM SHARE INC
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share NE FL
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,FL,FL Dept. of Ag and Consumer Services,FEEDING THE GULF COAST
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share Broward County
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,GA,GA Dept. of Human Resources,ATLANTA COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,GA,GA Dept. of Human Resources,GOLDEN HARVEST FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,GA,GA Dept. of Human Resources,MIDDLE GA COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,Second Harvest of Coastal Ga
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,FEEDING THE VALLEY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,Food Bank of Northeast Georgia
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,ATLANTA COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,SECOND HARVEST FOOD BANK OF SOUTH GA
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,GOLDEN HARVEST FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,GA,GA Dept. of Human Resources,MIDDLE GA COMMUNITY FOOD BANK
100936,EGGS 15 DOZEN,950.00,CS,Canceled,8/15/25,,HI,HI Dept. of Labor & Industrial Relations,HAWAII FOODBANK
100936,EGGS 15 DOZEN,80.00,CS,Canceled,8/15/25,,HI,HI Dept. of Labor & Industrial Relations,The Hawaii Foodbank Inc.
100936,EGGS 15 DOZEN,288.00,CS,Canceled,8/15/25,,HI,HI Dept. of Labor & Industrial Relations,THE FOOD BASKET INC
100936,EGGS 15 DOZEN,182.00,CS,Canceled,8/15/25,,HI,HI Dept. of Labor & Industrial Relations,MAUI FOOD BANK INC
100936,EGGS 15 DOZEN,557.00,CS,Canceled,8/15/25,,IA,IA Dept. of Human Services,HACAP FOOD BANK
100936,EGGS 15 DOZEN,476.00,CS,Canceled,8/15/25,,IA,IA Dept. of Human Services,NORTHEAST IOWA FOOD BANK
100936,EGGS 15 DOZEN,467.00,CS,Canceled,8/15/25,,IA,IA Dept. of Human Services,RIVER BEND FOODBANK
100936,EGGS 15 DOZEN,1184.00,CS,Canceled,8/15/25,,IA,IA Dept. of Human Services,FOOD BANK OF IOWA
100936,EGGS 15 DOZEN,316.00,CS,Canceled,8/15/25,,IA,IA Dept. of Human Services,The Food Bank for the Heartland
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
100936,EGGS 15 DOZEN,750.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),EASTERN ILLINOIS FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),CENTRAL ILLINOIS FOODBANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/30/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),CENTRAL ILLINOIS FOODBANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/31/25,,IL,IL Dept. of Human Services (2),ST LOUIS AREA FOODBANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,8/15/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
100936,EGGS 15 DOZEN,400.00,CS,Canceled,8/15/25,,IL,IL Dept. of Human Services (2),PEORIA CITIZENS COMMITTEE-INACTIVE
100936,EGGS 15 DOZEN,300.00,CS,Canceled,8/15/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
100936,EGGS 15 DOZEN,800.00,CS,Canceled,8/15/25,,IL,IL Dept. of Human Services (2),RIVER BEND FOODBANK
100936,EGGS 15 DOZEN,419.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
100936,EGGS 15 DOZEN,746.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,Food Bank of NWI
100936,EGGS 15 DOZEN,335.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,Terre Haute Catholic Charities Foodbank
100936,EGGS 15 DOZEN,311.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
100936,EGGS 15 DOZEN,742.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,COMMUNITY HARVEST FOOD BANK OF NE IN
100936,EGGS 15 DOZEN,447.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,"Tri-State Food Bank, Inc"
100936,EGGS 15 DOZEN,300.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,HOOSIER HILLS FOOD BANK
100936,EGGS 15 DOZEN,466.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
100936,EGGS 15 DOZEN,734.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,FOOD FINDERS FOOD BANK
100936,EGGS 15 DOZEN,582.00,CS,Canceled,7/15/25,,IN,IN State Department of Health,A2H FOOD BANK OF EAST CENTRAL INDIANA
100936,EGGS 15 DOZEN,918.00,CS,Canceled,7/15/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
100936,EGGS 15 DOZEN,876.00,CS,Canceled,8/31/25,,IN,IN State Department of Health,THE FOOD BANK OF NORTHERN INDIANA
100936,EGGS 15 DOZEN,324.00,CS,Canceled,8/31/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
100936,EGGS 15 DOZEN,300.00,CS,Canceled,8/31/25,,IN,IN State Department of Health,DARE TO CARE FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,KS,KS Dept. for Children and Families,HARVESTERS
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/15/25,,KS,KS Dept. for Children and Families,KANSAS FOOD BANK WAREHOUSE
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,KS,KS Dept. for Children and Families,HARVESTERS
100936,EGGS 15 DOZEN,625.00,CS,Canceled,7/15/25,,KY,KY Dept. of Agriculture,DARE TO CARE
100936,EGGS 15 DOZEN,625.00,CS,Canceled,7/15/25,,KY,KY Dept. of Agriculture,FEEDING AMERICA KENTUCKY'S HEARTLAND
100936,EGGS 15 DOZEN,250.00,CS,Canceled,7/15/25,,KY,KY Dept. of Agriculture,Northern KYY ADD
100936,EGGS 15 DOZEN,200.00,CS,Canceled,7/15/25,,KY,KY Dept. of Agriculture,"Tri-State Food Bank, Inc"
100936,EGGS 15 DOZEN,200.00,CS,Canceled,7/15/25,,KY,KY Dept. of Agriculture,Purchase ADD- Mayfield
100936,EGGS 15 DOZEN,1100.00,CS,Canceled,7/15/25,,KY,KY Dept. of Agriculture,GOD'S PANTRY FOOD BANK
100936,EGGS 15 DOZEN,625.00,CS,Canceled,8/15/25,,KY,KY Dept. of Agriculture,DARE TO CARE
100936,EGGS 15 DOZEN,625.00,CS,Canceled,8/15/25,,KY,KY Dept. of Agriculture,FEEDING AMERICA KENTUCKY'S HEARTLAND
100936,EGGS 15 DOZEN,250.00,CS,Canceled,8/15/25,,KY,KY Dept. of Agriculture,Northern KYY ADD
100936,EGGS 15 DOZEN,200.00,CS,Canceled,8/15/25,,KY,KY Dept. of Agriculture,"Tri-State Food Bank, Inc"
100936,EGGS 15 DOZEN,200.00,CS,Canceled,8/15/25,,KY,KY Dept. of Agriculture,Purchase ADD- Mayfield
100936,EGGS 15 DOZEN,1100.00,CS,Canceled,8/15/25,,KY,KY Dept. of Agriculture,GOD'S PANTRY FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/30/25,,LA,LA Dept. of Agriculture and Forestry,Greater Baton Rouge Food Bank
100936,EGGS 15 DOZEN,500.00,CS,Canceled,7/15/25,,LA,LA Dept. of Agriculture and Forestry,SECOND HARVEST FOOD BANK
100936,EGGS 15 DOZEN,1000.00,CS,Canceled,7/15/25,,LA,LA Dept. of Agriculture and Forestry,SECOND HARVEST FOOD BANK
100936,EGGS 15 DOZEN,500.00,CS,Canceled,8/15/25,,LA,LA Dept. of Agriculture and Forestry,SECOND HARVEST FOOD BANK
100936,EGGS 15 DOZEN,1000.00,CS,Canceled,8/15/25,,LA,LA Dept. of Agriculture and Forestry,SECOND HARVEST FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,LA,LA Dept. of Agriculture and Forestry,FOOD BANK OF CENTRAL LOUISIANA
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,LA,LA Dept. of Agriculture and Forestry,Northwest LA Food Bank
100936,EGGS 15 DOZEN,1125.00,CS,Canceled,5/31/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
100936,EGGS 15 DOZEN,375.00,CS,Canceled,5/31/25,,MA,MA Dept. of Education,Merrimack Valley Food Bank
100936,EGGS 15 DOZEN,1125.00,CS,Canceled,6/30/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
100936,EGGS 15 DOZEN,375.00,CS,Canceled,6/30/25,,MA,MA Dept. of Education,Western Massachusetts Food Bank
100936,EGGS 15 DOZEN,375.00,CS,Canceled,7/31/25,,MA,MA Dept. of Education,WORCESTER COUNTY FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
100936,EGGS 15 DOZEN,375.00,CS,Canceled,7/31/25,,MA,MA Dept. of Education,Merrimack Valley Food Bank
100936,EGGS 15 DOZEN,375.00,CS,Canceled,8/15/25,,MA,MA Dept. of Education,WORCESTER COUNTY FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
100936,EGGS 15 DOZEN,375.00,CS,Canceled,8/15/25,,MA,MA Dept. of Education,Western Massachusetts Food Bank
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,5/31/25,,MD,MD Dept. of Human Resources,MARYLAND FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,7/31/25,,MD,MD Dept. of Human Resources,MARYLAND FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,MD,MD Dept. of Human Resources,Capital Area Food Bank
100936,EGGS 15 DOZEN,750.00,CS,Canceled,8/15/25,,MD,MD Dept. of Human Resources,Capital Area Food Bank
100936,EGGS 15 DOZEN,750.00,CS,Canceled,5/31/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
100936,EGGS 15 DOZEN,1500.00,CS,Canceled,6/30/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
100936,EGGS 15 DOZEN,750.00,CS,Canceled,7/31/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
100936,EGGS 15 DOZEN,597.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Greater Lansing Food Bank
100936,EGGS 15 DOZEN,399.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Gleaners Community Food Bank (TEFAP)
100936,EGGS 15 DOZEN,504.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,FEEDING AMERICA WEST MI
100936,EGGS 15 DOZEN,300.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,MID MICHIGAN CAA-TEFAP
100936,EGGS 15 DOZEN,1200.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Forgotten Harvest - TEFAP
100936,EGGS 15 DOZEN,754.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,South Michigan Food Bank
100936,EGGS 15 DOZEN,371.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Gleaners Community Food Bank (TEFAP)
100936,EGGS 15 DOZEN,375.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Kalamazoo Partnership
100936,EGGS 15 DOZEN,825.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,FOOD BANK OF EASTERN MICHIGAN
100936,EGGS 15 DOZEN,375.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,GCCARD
